Wave number:0
1529786925136,1529786925749,81
1529786928174,1529786928283,81
1529786928722,1529786928845,81
1529786930309,1529786930436,81
1529786932478,1529786932594,81
1529786926075,1529786926188,87
1529786928444,1529786928548,87
1529786929023,1529786929114,87
1529786929560,1529786929641,87
1529786929837,1529786929954,87
1529786932755,1529786932846,87
1529786926556,1529786926649,69
1529786931171,1529786931267,69
1529786931695,1529786931789,69
1529786931961,1529786932072,69
1529786933005,1529786933088,69
1529786926921,1529786927016,82
1529786927424,1529786927492,82
1529786927621,1529786927717,82
1529786930871,1529786930947,82
1529786933276,1529786933367,82
1529786933728,1529786933828,82
1529786934014,1529786934105,82
1529786930604,1529786930717,84
