Wave number:0
1530572499322,1530572499554,90
1530572499674,1530572499866,90
1530572500034,1530572500168,90
1530572500361,1530572500463,90
1530572500529,1530572500694,90
1530572500868,1530572501014,90
1530572501227,1530572501335,90
1530572501409,1530572501508,90
1530572501749,1530572501859,90
1530572502131,1530572502254,90
1530572504243,1530572504467,90
1530572502671,1530572502821,88
1530572504811,1530572504938,88
1530572499294,1530572499519,67
1530572499682,1530572499825,67
1530572500030,1530572500151,67
1530572500363,1530572500455,67
1530572500531,1530572500673,67
1530572500861,1530572500999,67
1530572501232,1530572501323,67
1530572501411,1530572501485,67
1530572501739,1530572501839,67
1530572503148,1530572503271,67
1530572505336,1530572505462,67
1530572503678,1530572503790,86
1530572505876,1530572506026,86
1530572496600,1530572496769,81
1530572496935,1530572497041,81
1530572497254,1530572497408,81
1530572497622,1530572497691,81
1530572497781,1530572497903,81
1530572498105,1530572498275,81
1530572498478,1530572498547,81
1530572498654,1530572498755,81
1530572498948,1530572499081,81
1530572502372,1530572502492,81
1530572504550,1530572504638,81
1530572502901,1530572503001,87
1530572505067,1530572505182,87
1530572496613,1530572496774,69
1530572496938,1530572497029,69
1530572497256,1530572497399,69
1530572497614,1530572497696,69
1530572497776,1530572497879,69
1530572498101,1530572498257,69
1530572498465,1530572498558,69
1530572498650,1530572498735,69
1530572498968,1530572499075,69
1530572503391,1530572503503,69
1530572505589,1530572505712,69
1530572503898,1530572504001,82
1530572506166,1530572506325,82
1530572506427,1530572508057,53
